model,outer_fold,feature,feature_index,grid_value,prediction_mean,prediction_std,n_samples
RandomForest+PseudoHuber,,tax,2,0.07017654002310336,17239.094820700022,9229.405390233975,200
RandomForest+PseudoHuber,,tax,2,0.20780472450795062,17385.041336638682,9279.493854884708,200
RandomForest+PseudoHuber,,tax,2,0.3454329089927979,17352.143909305105,9153.742412919068,200
RandomForest+PseudoHuber,,tax,2,0.48306109347764514,17145.115207184055,8941.31565894076,200
RandomForest+PseudoHuber,,tax,2,0.6206892779624925,17140.98494918752,8919.874942825652,200
RandomForest+PseudoHuber,,year,0,-1.4752298611979668,12685.455371181703,6485.437842888585,200
RandomForest+PseudoHuber,,year,0,-1.3490474605957057,12685.538772192484,6485.48635186841,200
RandomForest+PseudoHuber,,year,0,-1.2228650599934443,13854.112942566537,6833.276775767453,200
RandomForest+PseudoHuber,,year,0,-1.096682659391183,13854.112942566537,6833.276775767453,200
RandomForest+PseudoHuber,,year,0,-0.9705002587889218,13854.221978305837,6833.205437401058,200
RandomForest+PseudoHuber,,year,0,-0.8443178581866605,13854.221978305837,6833.205437401058,200
RandomForest+PseudoHuber,,year,0,-0.7181354575843992,15478.133844036884,7480.706268834534,200
RandomForest+PseudoHuber,,year,0,-0.591953056982138,15478.133844036884,7480.706268834535,200
RandomForest+PseudoHuber,,year,0,-0.4657706563798767,15478.748079695075,7480.464504805225,200
RandomForest+PseudoHuber,,year,0,-0.33958825577761553,15478.748079695075,7480.464504805226,200
RandomForest+PseudoHuber,,year,0,-0.21340585517535415,16270.91783407012,7688.149804386903,200
RandomForest+PseudoHuber,,year,0,-0.08722345457309277,16270.917834070118,7688.149804386903,200
RandomForest+PseudoHuber,,year,0,0.038958946029168384,16270.684564084719,7686.813050610477,200
RandomForest+PseudoHuber,,year,0,0.16514134663142954,16270.684564084719,7686.813050610477,200
RandomForest+PseudoHuber,,year,0,0.2913237472336909,17428.061255568442,7915.712115265777,200
RandomForest+PseudoHuber,,year,0,0.4175061478359523,17428.061255568442,7915.712115265778,200
RandomForest+PseudoHuber,,year,0,0.5436885484382135,17428.055975615614,7915.689722029821,200
RandomForest+PseudoHuber,,year,0,0.6698709490404746,17428.05597561561,7915.68972202982,200
RandomForest+PseudoHuber,,year,0,0.7960533496427358,19366.058090833343,8253.655265436822,200
RandomForest+PseudoHuber,,year,0,0.9222357502449973,19366.058090833343,8253.655265436822,200
DecisionTree+PseudoHuber,,model,5,8127.592255664954,8893.56416552644,2304.7286082356545,200
DecisionTree+PseudoHuber,,model,5,9294.135194357748,11097.17641259851,2611.987363231289,200
DecisionTree+PseudoHuber,,model,5,10460.678133050542,13413.843377652704,6425.472093353666,200
DecisionTree+PseudoHuber,,model,5,11627.221071743335,14367.109549172026,6258.590721338696,200
DecisionTree+PseudoHuber,,model,5,12793.76401043613,15102.90225323867,5885.235839342737,200
DecisionTree+PseudoHuber,,model,5,13960.306949128924,15218.15817486053,5081.713892386614,200
DecisionTree+PseudoHuber,,model,5,15126.849887821718,16597.391026975252,5862.356094773504,200
DecisionTree+PseudoHuber,,model,5,16293.392826514511,16268.012113967672,5291.188746593709,200
DecisionTree+PseudoHuber,,model,5,17459.935765207305,18554.51922599854,5126.429583195811,200
DecisionTree+PseudoHuber,,model,5,18626.4787039001,17813.71624884676,8127.844081521427,200
DecisionTree+PseudoHuber,,model,5,19793.021642592892,19051.38736008671,8250.120070116824,200
DecisionTree+PseudoHuber,,model,5,20959.56458128569,19725.58598130788,6495.948684073373,200
DecisionTree+PseudoHuber,,model,5,22126.107519978483,20108.50178144215,6464.479936355114,200
DecisionTree+PseudoHuber,,model,5,23292.650458671276,21674.177599119066,7401.6950604366175,200
DecisionTree+PseudoHuber,,model,5,24459.19339736407,21803.379390221682,8049.735321089856,200
DecisionTree+PseudoHuber,,model,5,25625.736336056863,21415.54408331894,7380.609517486157,200
DecisionTree+PseudoHuber,,model,5,26792.279274749657,21773.8458457599,7675.281780276829,200
DecisionTree+PseudoHuber,,model,5,27958.82221344245,21636.938309284422,7245.438192412945,200
DecisionTree+PseudoHuber,,model,5,29125.365152135244,21739.189992476226,6960.120440102913,200
DecisionTree+PseudoHuber,,model,5,30291.908090828038,23926.22889098173,8843.392596205915,200
DecisionTree+PseudoHuber,,transmission,6,12112.895323294031,16238.685503978775,8735.932639248103,200
DecisionTree+PseudoHuber,,transmission,6,12753.307929811079,16238.685503978775,8735.932639248103,200
DecisionTree+PseudoHuber,,transmission,6,13393.720536328126,16238.685503978775,8735.932639248103,200
DecisionTree+PseudoHuber,,transmission,6,14034.133142845174,16238.685503978775,8735.932639248103,200
DecisionTree+PseudoHuber,,transmission,6,14674.54574936222,16729.52829140204,8720.00653124071,200
DecisionTree+PseudoHuber,,transmission,6,15314.95835587927,16729.52829140204,8720.00653124071,200
DecisionTree+PseudoHuber,,transmission,6,15955.370962396315,16729.52829140204,8720.00653124071,200
DecisionTree+PseudoHuber,,transmission,6,16595.783568913364,16729.52829140204,8720.00653124071,200
DecisionTree+PseudoHuber,,transmission,6,17236.19617543041,17671.547094265617,8838.204091619209,200
DecisionTree+PseudoHuber,,transmission,6,17876.608781947456,17671.547094265617,8838.204091619209,200
DecisionTree+PseudoHuber,,transmission,6,18517.021388464505,17671.547094265617,8838.204091619209,200
DecisionTree+PseudoHuber,,transmission,6,19157.43399498155,17683.561855926804,8856.739849673699,200
DecisionTree+PseudoHuber,,transmission,6,19797.8466014986,17683.561855926804,8856.739849673699,200
DecisionTree+PseudoHuber,,transmission,6,20438.259208015646,17683.561855926804,8856.739849673699,200
DecisionTree+PseudoHuber,,transmission,6,21078.671814532696,17683.561855926804,8856.739849673699,200
DecisionTree+PseudoHuber,,transmission,6,21719.08442104974,17683.561855926804,8856.739849673699,200
DecisionTree+PseudoHuber,,transmission,6,22359.497027566787,17683.561855926804,8856.739849673699,200
DecisionTree+PseudoHuber,,transmission,6,22999.909634083837,17690.834184329902,8820.942607036595,200
DecisionTree+PseudoHuber,,transmission,6,23640.322240600886,17690.834184329902,8820.942607036595,200
DecisionTree+PseudoHuber,,transmission,6,24280.734847117932,17690.834184329902,8820.942607036595,200
DecisionTree+PseudoHuber,,fuelType,7,14775.415222188003,17113.12161620297,9082.889884048522,200
DecisionTree+PseudoHuber,,fuelType,7,15015.597026136249,17113.12161620297,9082.889884048522,200
DecisionTree+PseudoHuber,,fuelType,7,15255.778830084493,17113.12161620297,9082.889884048522,200
DecisionTree+PseudoHuber,,fuelType,7,15495.96063403274,17113.12161620297,9082.889884048522,200
DecisionTree+PseudoHuber,,fuelType,7,15736.142437980985,17113.12161620297,9082.889884048522,200
DecisionTree+PseudoHuber,,fuelType,7,15976.32424192923,17113.12161620297,9082.889884048522,200
DecisionTree+PseudoHuber,,fuelType,7,16216.506045877475,17160.863016604042,9085.673511187455,200
DecisionTree+PseudoHuber,,fuelType,7,16456.68784982572,17160.863016604042,9085.673511187455,200
DecisionTree+PseudoHuber,,fuelType,7,16696.869653773967,17160.863016604042,9085.673511187455,200
DecisionTree+PseudoHuber,,fuelType,7,16937.051457722213,17160.863016604042,9085.673511187455,200
DecisionTree+PseudoHuber,,fuelType,7,17177.23326167046,17291.23283415393,9174.265674473856,200
DecisionTree+PseudoHuber,,fuelType,7,17417.4150656187,17291.23283415393,9174.265674473856,200
DecisionTree+PseudoHuber,,fuelType,7,17657.596869566947,17291.23283415393,9174.265674473856,200
DecisionTree+PseudoHuber,,fuelType,7,17897.778673515193,17291.23283415393,9174.265674473856,200
DecisionTree+PseudoHuber,,fuelType,7,18137.96047746344,17291.23283415393,9174.265674473856,200
DecisionTree+PseudoHuber,,fuelType,7,18378.142281411685,17315.99408415393,9167.723847648105,200
DecisionTree+PseudoHuber,,fuelType,7,18618.324085359927,17304.168703201547,9169.719567634915,200
DecisionTree+PseudoHuber,,fuelType,7,18858.505889308173,17304.168703201547,9169.719567634915,200
DecisionTree+PseudoHuber,,fuelType,7,19098.68769325642,17304.168703201547,9169.719567634915,200
DecisionTree+PseudoHuber,,fuelType,7,19338.869497204665,17013.01314519315,9060.062070565595,200
DecisionTree+PseudoHuber,,mpg,3,-1.8711137557899489,19048.28092360625,9330.723161641075,200
DecisionTree+PseudoHuber,,mpg,3,-1.7010545080567665,19114.138498207696,9426.6413072917,200
DecisionTree+PseudoHuber,,mpg,3,-1.530995260323584,19022.868905356107,9296.980983344589,200
DecisionTree+PseudoHuber,,mpg,3,-1.3609360125904015,18146.765300636984,8437.989119657926,200
DecisionTree+PseudoHuber,,mpg,3,-1.1908767648572192,18074.875998255207,8459.54886934914,200
DecisionTree+PseudoHuber,,mpg,3,-1.0208175171240366,17210.76074433964,8334.951038795743,200
DecisionTree+PseudoHuber,,mpg,3,-0.8507582693908542,17322.54991741563,8616.65708905228,200
DecisionTree+PseudoHuber,,mpg,3,-0.6806990216576716,17034.913411297268,8474.758253175622,200
DecisionTree+PseudoHuber,,mpg,3,-0.5106397739244892,16788.512331989572,8146.7658201438035,200
DecisionTree+PseudoHuber,,mpg,3,-0.34058052619130685,16368.41689750405,7687.241181632317,200
DecisionTree+PseudoHuber,,mpg,3,-0.17052127845812426,16261.671220620212,7412.892593528038,200
DecisionTree+PseudoHuber,,mpg,3,-0.00046203072494188646,16273.205932075498,7619.507293378407,200
DecisionTree+PseudoHuber,,mpg,3,0.1695972170082405,16335.323650925668,7728.903552463249,200
DecisionTree+PseudoHuber,,mpg,3,0.3396564647414231,16499.722784528338,7876.035847892044,200
DecisionTree+PseudoHuber,,mpg,3,0.5097157124746057,16400.547169179103,7629.371483314863,200
DecisionTree+PseudoHuber,,mpg,3,0.6797749602077878,16256.498690483202,7605.484388244495,200
DecisionTree+PseudoHuber,,mpg,3,0.8498342079409704,16120.230866265925,7630.799058249011,200
DecisionTree+PseudoHuber,,mpg,3,1.019893455674153,15874.719472656849,7624.548139152468,200
DecisionTree+PseudoHuber,,mpg,3,1.1899527034073352,15946.071978168477,7916.044994294699,200
DecisionTree+PseudoHuber,,mpg,3,1.3600119511405178,15760.897597952131,7662.599458044157,200
DecisionTree+PseudoHuber,,mileage,1,-1.705696760776219,19075.813498666073,9779.135601840044,200
DecisionTree+PseudoHuber,,mileage,1,-1.536557573033899,18643.60370878263,9747.428452865961,200
DecisionTree+PseudoHuber,,mileage,1,-1.3674183852915789,18259.34943770412,8875.743573065469,200
DecisionTree+PseudoHuber,,mileage,1,-1.1982791975492586,18371.009015404346,9024.74464813504,200
DecisionTree+PseudoHuber,,mileage,1,-1.0291400098069385,18162.409546899544,8739.643686666383,200
DecisionTree+PseudoHuber,,mileage,1,-0.8600008220646185,18024.93010607568,8626.330682033038,200
DecisionTree+PseudoHuber,,mileage,1,-0.6908616343222982,17778.517885602123,8449.209221867393,200
DecisionTree+PseudoHuber,,mileage,1,-0.5217224465799781,17628.41305305805,8234.820332535022,200
DecisionTree+PseudoHuber,,mileage,1,-0.35258325883765806,17338.260235934904,8188.707028283096,200
DecisionTree+PseudoHuber,,mileage,1,-0.183444071095338,17147.32288323022,8074.065289327526,200
DecisionTree+PseudoHuber,,mileage,1,-0.014304883353017939,16904.0999317329,8083.361375346166,200
DecisionTree+PseudoHuber,,mileage,1,0.15483430438930235,16787.8626082278,7961.653105847311,200
DecisionTree+PseudoHuber,,mileage,1,0.32397349213162263,16504.457288743077,7935.6124887689375,200
DecisionTree+PseudoHuber,,mileage,1,0.49311267987394247,16228.920566175784,8031.917539930674,200
DecisionTree+PseudoHuber,,mileage,1,0.6622518676162628,16029.763524995953,8090.052229277008,200
DecisionTree+PseudoHuber,,mileage,1,0.8313910553585826,15644.612096672085,7767.678522088897,200
DecisionTree+PseudoHuber,,mileage,1,1.0005302431009029,15470.508474602631,7842.3137242973835,200
DecisionTree+PseudoHuber,,mileage,1,1.1696694308432232,15378.016037703492,7873.213033280341,200
DecisionTree+PseudoHuber,,mileage,1,1.338808618585543,15265.014034373895,7882.174434502662,200
DecisionTree+PseudoHuber,,mileage,1,1.5079478063278635,15172.288651648885,7910.771821258472,200
DecisionTree+PseudoHuber,,engineSize,4,-1.3605748787242282,16041.331431334662,8589.727503650822,200
DecisionTree+PseudoHuber,,engineSize,4,-1.1801035877182056,16054.898002960737,8589.59890048363,200
DecisionTree+PseudoHuber,,engineSize,4,-0.9996322967121827,16034.018033052715,8642.273442447513,200
DecisionTree+PseudoHuber,,engineSize,4,-0.8191610057061599,16016.981574918744,8641.677163035394,200
DecisionTree+PseudoHuber,,engineSize,4,-0.6386897147001371,16245.745080983324,8774.300641147773,200
DecisionTree+PseudoHuber,,engineSize,4,-0.45821842369411436,16441.14824817664,8743.67754321903,200
DecisionTree+PseudoHuber,,engineSize,4,-0.2777471326880916,16494.181091970917,8715.323713037194,200
DecisionTree+PseudoHuber,,engineSize,4,-0.09727584168206871,16485.41840422388,8718.923134234909,200
DecisionTree+PseudoHuber,,engineSize,4,0.08319544932395395,16553.64219472903,8698.273421800259,200
DecisionTree+PseudoHuber,,engineSize,4,0.2636667403299766,16957.940274326666,8599.855237329682,200
DecisionTree+PseudoHuber,,engineSize,4,0.4441380313359995,18127.95016494556,8956.424188340829,200
DecisionTree+PseudoHuber,,engineSize,4,0.6246093223420224,18598.053756736088,9120.856673671784,200
DecisionTree+PseudoHuber,,engineSize,4,0.805080613348045,18626.90367633973,9164.249877899441,200
DecisionTree+PseudoHuber,,engineSize,4,0.9855519043540677,18980.58531136097,9373.206708063606,200
DecisionTree+PseudoHuber,,engineSize,4,1.1660231953600908,18980.58531136097,9373.206708063606,200
DecisionTree+PseudoHuber,,engineSize,4,1.3464944863661135,19057.170801557048,9345.410384239087,200
DecisionTree+PseudoHuber,,engineSize,4,1.5269657773721361,19714.216092756105,10373.534715099797,200
DecisionTree+PseudoHuber,,engineSize,4,1.7074370683781588,21063.331102110285,11594.052433777073,200
DecisionTree+PseudoHuber,,engineSize,4,1.8879083593841814,20916.735494592805,11297.616090576212,200
DecisionTree+PseudoHuber,,engineSize,4,2.0683796503902045,20763.892610664232,10994.088447631952,200
DecisionTree+PseudoHuber,,tax,2,-1.9942462272496047,17166.411142883542,9849.795678502394,200
DecisionTree+PseudoHuber,,tax,2,-1.8566180427647574,17166.411142883542,9849.795678502394,200
DecisionTree+PseudoHuber,,tax,2,-1.7189898582799104,17182.317822589866,9840.142395956234,200
DecisionTree+PseudoHuber,,tax,2,-1.581361673795063,17182.317822589866,9840.142395956234,200
DecisionTree+PseudoHuber,,tax,2,-1.4437334893102158,17266.177088235276,9853.963050697777,200
DecisionTree+PseudoHuber,,tax,2,-1.3061053048253686,17266.177088235276,9853.963050697777,200
DecisionTree+PseudoHuber,,tax,2,-1.1684771203405213,17266.177088235276,9853.963050697777,200
DecisionTree+PseudoHuber,,tax,2,-1.0308489358556743,17266.177088235276,9853.963050697777,200
DecisionTree+PseudoHuber,,tax,2,-0.893220751370827,17266.177088235276,9853.963050697777,200
DecisionTree+PseudoHuber,,tax,2,-0.7555925668859798,17267.356088235276,9852.69978945375,200
DecisionTree+PseudoHuber,,tax,2,-0.6179643824011325,17296.87501704013,9850.593591229837,200
DecisionTree+PseudoHuber,,tax,2,-0.48033619791628546,17298.92705077029,9848.592544698504,200
DecisionTree+PseudoHuber,,tax,2,-0.3427080134314382,17298.92705077029,9848.592544698504,200
DecisionTree+PseudoHuber,,tax,2,-0.20507982894659094,17298.92705077029,9848.592544698504,200
DecisionTree+PseudoHuber,,tax,2,-0.0674516444617439,17298.92705077029,9848.592544698504,200
DecisionTree+PseudoHuber,,tax,2,0.07017654002310336,17298.92705077029,9848.592544698504,200
DecisionTree+PseudoHuber,,tax,2,0.20780472450795062,17437.234332797947,9859.476737532728,200
DecisionTree+PseudoHuber,,tax,2,0.3454329089927979,17400.74998703049,9805.481161866399,200
DecisionTree+PseudoHuber,,tax,2,0.48306109347764514,17137.88719077781,9306.045203535976,200
DecisionTree+PseudoHuber,,tax,2,0.6206892779624925,17211.374401856443,9318.780621906535,200
DecisionTree+PseudoHuber,,year,0,-1.4752298611979668,11996.415333519397,6967.720344487651,200
DecisionTree+PseudoHuber,,year,0,-1.3490474605957057,11996.415333519397,6967.720344487651,200
DecisionTree+PseudoHuber,,year,0,-1.2228650599934443,13504.297958982286,6800.733400565883,200
DecisionTree+PseudoHuber,,year,0,-1.096682659391183,13504.297958982286,6800.733400565883,200
DecisionTree+PseudoHuber,,year,0,-0.9705002587889218,13504.297958982286,6800.733400565883,200
DecisionTree+PseudoHuber,,year,0,-0.8443178581866605,13504.297958982286,6800.733400565883,200
DecisionTree+PseudoHuber,,year,0,-0.7181354575843992,15663.475621697582,8416.546695939438,200
DecisionTree+PseudoHuber,,year,0,-0.591953056982138,15663.475621697582,8416.546695939438,200
DecisionTree+PseudoHuber,,year,0,-0.4657706563798767,15663.475621697582,8416.546695939438,200
DecisionTree+PseudoHuber,,year,0,-0.33958825577761553,15663.475621697582,8416.546695939438,200
DecisionTree+PseudoHuber,,year,0,-0.21340585517535415,16430.823625959034,8308.516800563504,200
DecisionTree+PseudoHuber,,year,0,-0.08722345457309277,16430.823625959034,8308.516800563504,200
DecisionTree+PseudoHuber,,year,0,0.038958946029168384,16430.823625959034,8308.516800563504,200
DecisionTree+PseudoHuber,,year,0,0.16514134663142954,16430.823625959034,8308.516800563504,200
DecisionTree+PseudoHuber,,year,0,0.2913237472336909,17780.229939145935,8633.991502776444,200
DecisionTree+PseudoHuber,,year,0,0.4175061478359523,17780.229939145935,8633.991502776444,200
DecisionTree+PseudoHuber,,year,0,0.5436885484382135,17780.229939145935,8633.991502776444,200
DecisionTree+PseudoHuber,,year,0,0.6698709490404746,17780.229939145935,8633.991502776444,200
DecisionTree+PseudoHuber,,year,0,0.7960533496427358,19619.92718534853,8741.054688221748,200
DecisionTree+PseudoHuber,,year,0,0.9222357502449973,19619.92718534853,8741.054688221748,200
