iter	RMSE
180	0.1053354626
181	0.1053119172
182	0.1051782212
183	0.1050995521
184	0.1050226331
185	0.10491696
186	0.1047518356
187	0.1046787769
188	0.1046762094
189	0.1045455046
190	0.1043782046
191	0.1043497499
192	0.1043036642
193	0.1040477952
194	0.103995376
195	0.1039371215
196	0.1038149948
197	0.1036843187
198	0.1036415475
199	0.1035634145
200	0.1034724988
201	0.1034660486
202	0.1033901238
203	0.1033534596
204	0.1032472911
205	0.1032161481
206	0.1031272919
207	0.1030862679
208	0.1030531475
209	0.1029256671
210	0.1028122529
211	0.1026795648
212	0.102644297
213	0.1026429405
214	0.1026045899
215	0.1025704802
216	0.1024534944
217	0.1024017215
218	0.1023598211
219	0.1023286306
220	0.1021908298
221	0.1021830148
222	0.1021171429
223	0.1020990375
224	0.1020217645
225	0.1019190206
226	0.1017761364
227	0.1016707508
228	0.101631797
229	0.1015701747
230	0.1015663575
231	0.1015661761
232	0.1015658494
233	0.1015361519
234	0.1015335173
235	0.101437671
236	0.1013468696
237	0.1013044748
238	0.1012444439
239	0.1011703253
240	0.1011447165
241	0.1010827033
242	0.1010818272
243	0.1010655833
244	0.1010651357
245	0.1010648161
246	0.1010610861
247	0.1010274609
248	0.1009638553
249	0.1008757747
250	0.1007967392
251	0.1006784347
252	0.1005324488
253	0.1004929262
254	0.1004436227
255	0.1003660063
256	0.1002895676
257	0.1002358681
258	0.1000947486
259	0.1000252647
260	0.1000241331
261	0.09994704557
262	0.0998796371
263	0.09980491435
264	0.09975633496
265	0.09975539448
266	0.09971745297
267	0.09959106651
268	0.09957433111
269	0.09952435725
270	0.0994901587
271	0.09946675039
272	0.09941307555
273	0.0993177215
274	0.09928885115
275	0.09928591014
276	0.09927001712
277	0.09926937342
278	0.09926911072
279	0.09921122274
280	0.09915655408
281	0.09915440346
282	0.09911602297
283	0.09906890687
284	0.09898361055
285	0.09895581022
286	0.09894673554
287	0.09883269059
288	0.09873246946
289	0.09873219308
290	0.09872994193
291	0.09864368663
292	0.09860919164
293	0.09853563945
294	0.09853527755
295	0.09851674388
296	0.09849113722
297	0.09842822375
298	0.09839699411
299	0.09831784291
300	0.09823806884
301	0.09816318455
302	0.0981613854
303	0.09809459907
304	0.09798218663
305	0.09791469661
306	0.0979099353
307	0.09786457626
308	0.09782644071
309	0.0977384326
310	0.09765067436
311	0.09754021357
312	0.09750016918
313	0.09738608074
314	0.0973190381
315	0.09725398186
316	0.09725376455
317	0.09719556912
318	0.09717087035
319	0.09712971424
320	0.09710953324
321	0.09704478385
322	0.09695403207
323	0.09693508923
324	0.09690395949
325	0.09677695217
326	0.09674742911
327	0.09673842123
328	0.09665461589
329	0.09659015508
330	0.09658999946
331	0.09655221489
332	0.09650674241
333	0.09648457499
334	0.09638723317
335	0.09636956032
336	0.09634892738
337	0.09633742841
338	0.09626258403
339	0.09621078158
340	0.09618204191
341	0.09607771529
342	0.09599801496
343	0.09595376664
344	0.09594034977
345	0.09592468688
346	0.09586454169
347	0.09583502348
348	0.09576055735
349	0.09571654593
350	0.09570881098
351	0.09569791751
352	0.0956839508
353	0.09567891923
354	0.09564632665
355	0.09563562705
356	0.0956199321
357	0.09560675816
358	0.09555860572
359	0.09553959373
360	0.09552618138
361	0.0954663401
362	0.09546621705
363	0.09541126872
364	0.09538138972
365	0.09533457915
366	0.09533424091
367	0.09531750056
368	0.09531705745
369	0.09525430306
370	0.09524865433
371	0.0951956758
372	0.09514673987
373	0.09514361282
374	0.09506233763
375	0.09504981392
376	0.09504901748
377	0.09499415598
378	0.09498536
379	0.09498427853
380	0.09495193519
381	0.09495177701
382	0.09495077569
383	0.09492134565
384	0.09488749815
385	0.09486619517
386	0.09483742968
387	0.09483732142
388	0.09483019817
389	0.09476548099
390	0.09465450245
391	0.0945959787
392	0.09456875758
393	0.0945137546
394	0.09450095055
395	0.09447623515
396	0.0944277336
397	0.09434832101
398	0.09425274994
399	0.09421778704
400	0.09419869189
401	0.09417674861
402	0.09413156005
403	0.09410240186
404	0.09405347225
405	0.09403370351
406	0.09400812092
407	0.09398754127
408	0.09397575844
409	0.09396620069
410	0.0939629525
411	0.09392086385
412	0.09384955984
413	0.09382869794
414	0.09381147216
415	0.09379883566
416	0.09375632363
417	0.0936816301
418	0.09361993119
419	0.09355531447
420	0.09352513797
421	0.09344877775
422	0.09342358668
423	0.09341432509
424	0.09341304355
425	0.09332747648
426	0.09331312606
427	0.09330557705
428	0.09329675522
429	0.09324611992
430	0.09322923221
431	0.09314676228
432	0.093124438
433	0.09310115838
434	0.09305273971
435	0.09302152423
436	0.09301849349
437	0.09298932382
438	0.0929729098
439	0.09292399314
440	0.09291542324
441	0.09290095496
442	0.09289251306
443	0.09288590148
444	0.09283446082
445	0.09282701125
446	0.09276778034
447	0.09273815295
448	0.09270635779
449	0.09264571221
450	0.09258995034
451	0.09253991062
452	0.09251999557
453	0.09247193823
454	0.09244203166
455	0.09243031714
456	0.09240907181
457	0.09233973045
458	0.09230363519
459	0.09227816021
460	0.09223572009
461	0.092213856
462	0.09217475925
463	0.09215239455
464	0.09211296491
465	0.09209722245
466	0.0920327222
467	0.09200889242
468	0.09198297813
469	0.09196036394
470	0.09194301406
471	0.09191741475
472	0.09191323002
473	0.09184316902
474	0.09179459075
475	0.09177311998
476	0.09176967116
477	0.09172749044
478	0.09170919728
479	0.0917006041
480	0.09168011413
481	0.091656188
482	0.09160383498
483	0.09158469262
484	0.09156063879
485	0.09152373033
486	0.09150934744
487	0.09148492416
488	0.09145490228
489	0.09140352513
490	0.09139026179
491	0.09136459539
492	0.09135345468
493	0.09128335348
494	0.0912642524
495	0.09125320948
496	0.09117370366
497	0.09116513236
498	0.09112560807
499	0.09111471956
500	0.09109021255
501	0.09105468065
502	0.0910372644
503	0.09102742402
504	0.09102060796
505	0.09101058533
506	0.09093724446
507	0.09092666995
508	0.09089425473
509	0.09088128764
510	0.09086722064
511	0.09084495949
512	0.09082314546
513	0.09081339741
514	0.09076909771
515	0.09073768443
516	0.09072227446
517	0.09071600183
518	0.0907147019
519	0.09064547962
520	0.09062131286
521	0.09060680351
522	0.09054189159
523	0.09050608617
524	0.09046160295
525	0.09043622675
526	0.09043282259
527	0.09042661172
528	0.09040284784
529	0.09038472544
530	0.09036128408
531	0.09034221668
532	0.09033123084
533	0.09031213599
534	0.09030830907
535	0.09027477982
536	0.09024702282
537	0.09019056638
538	0.09016696784
539	0.09014348218
540	0.09013767535
541	0.09013539389
542	0.09012499789
543	0.09008544231
544	0.09006105295
545	0.09003879249
546	0.09000348709
547	0.08997012384
548	0.08995548049
549	0.08989795159
550	0.0898637873
551	0.08984589523
552	0.08984108902
553	0.08981554304
554	0.08975365172
555	0.0897414794
556	0.08973049532
557	0.08971998967
558	0.08971013643
559	0.08963799218
560	0.08960289709
561	0.08957306283
562	0.08955299309
563	0.08951903887
564	0.08950088718
565	0.08947850191
566	0.08943843665
567	0.08940722843
568	0.08940486794
569	0.089390967
570	0.0893789539
571	0.08934744653
572	0.08932545702
573	0.08931195684
574	0.08929150918
575	0.08927666928
576	0.08925648245
577	0.08925469327
578	0.08923796728
579	0.08922206656
580	0.08919733526
581	0.08918027089
582	0.0891602813
583	0.08915275851
584	0.08914714732
585	0.08913886797
586	0.08912374594
587	0.08911992847
588	0.08911898617
589	0.08909644741
590	0.0890599778
591	0.08905054601
592	0.0889795827
593	0.08896505983
594	0.08895771116
595	0.08895280305
596	0.08894245036
597	0.08892744609
598	0.08890693653
599	0.08887308231
600	0.0888663639
601	0.08884651817
602	0.08881879597
603	0.0888112427
604	0.08878748661
605	0.08878315427
606	0.08876268354
607	0.08875397123
608	0.08874344278
609	0.08874105534
610	0.08871403987
611	0.08868131355
612	0.08866875957
613	0.0886579911
614	0.08864572427
615	0.08864285461
616	0.08862179314
617	0.08861247315
618	0.08861177573
619	0.08861123382
620	0.08858862343
621	0.08857299146
622	0.08855636478
623	0.08852296592
624	0.08852241772
625	0.08851968758
626	0.0885143021
627	0.08848675862
628	0.08847028464
629	0.08845317658
630	0.08844345455
631	0.08842512511
632	0.08840601457
633	0.08839768618
634	0.08837913541
635	0.08836716961
636	0.08834491929
637	0.08833789567
638	0.08833107119
639	0.0883277623
640	0.08830753951
641	0.08828247953
642	0.08824190892
643	0.0882213691
644	0.08817939808
645	0.08817752673
646	0.0881423815
647	0.08813282662
648	0.08811617165
649	0.08809446925
650	0.08807583514
651	0.08807329396
652	0.08806683466
653	0.08805413277
654	0.0880481137
655	0.08803491972
656	0.08801437039
657	0.08801250869
658	0.0879894176
659	0.0879893018
660	0.08797118086
661	0.08795934731
662	0.08794386162
663	0.08792837332
664	0.08789766722
665	0.08788457259
666	0.08787857206
667	0.08787183647
668	0.08784870023
669	0.0878304413
670	0.08781284136
671	0.08778689206
672	0.0877723791
673	0.08775281301
674	0.08771161077
675	0.08769602492
676	0.08769221432
677	0.08767423701
678	0.0876594647
679	0.087636547
680	0.08762551683
681	0.08761811694
682	0.0876006199
683	0.08755745839
684	0.08755460779
685	0.08754628824
686	0.08752768392
687	0.08751818719
688	0.08749979512
689	0.08748299911
690	0.08747578253
691	0.08745338526
692	0.08744192125
693	0.08741173159
694	0.08739389358
695	0.08738302984
696	0.08732698694
697	0.08730912302
698	0.08729622226
699	0.08727821509
700	0.08727116224
701	0.08724593408
702	0.0872156732
703	0.08717753972
704	0.08717719103
705	0.08716540748
706	0.08715801175
707	0.08711039597
708	0.08709958157
709	0.08707747236
710	0.08705476781
711	0.08703393674
712	0.08702392646
713	0.08701084506
714	0.08699407852
715	0.0869929746
716	0.08699049757
717	0.08697816033
718	0.08695910682
719	0.08695061983
720	0.08694985068
721	0.08694979321
722	0.08693962139
723	0.08692927644
724	0.08692144965
725	0.08691894949
726	0.08690632912
727	0.0868945571
728	0.08689102888
729	0.08688731151
730	0.0868821545
731	0.08686590089
732	0.08684532467
733	0.0868361176
734	0.08677469153
735	0.086725191
736	0.08672483647
737	0.08670196725
738	0.0866996151
739	0.08669953707
740	0.08669948085
741	0.08669095318
742	0.08668498384
743	0.08665478146
744	0.08663408539
745	0.08661638305
746	0.08660578852
747	0.08659261612
748	0.08658853665
749	0.08656838963
750	0.08656271393
751	0.08653345704
752	0.08652295982
753	0.08651410325
754	0.08650160948
755	0.08650096006
756	0.08647060521
757	0.08645483826
758	0.08644588293
759	0.08641702968
760	0.08640517252
761	0.08639258713
762	0.08636990787
763	0.0863606597
764	0.08634680054
765	0.08632863557
766	0.08632748138
767	0.08631981883
768	0.08630469812
769	0.086294487
770	0.08626025351
771	0.08625798005
772	0.08625228738
773	0.0862368934
774	0.08616922525
775	0.08614463191
776	0.08613729916
777	0.08611894226
778	0.08610216746
779	0.08609944743
780	0.08608002571
781	0.08607199364
782	0.08606061414
783	0.08602779681
784	0.08598029498
785	0.08597837875
786	0.0859714935
787	0.08595474946
788	0.08594998385
789	0.0859379488
790	0.08593788292
791	0.08593026742
792	0.08592135478
793	0.08585432296
794	0.08584201358
795	0.08581414914
796	0.08581108047
797	0.08579761051
798	0.08579399909
799	0.08577361569
800	0.08576547196
801	0.08575031253
802	0.08574535384
803	0.08570232511
804	0.08570175022
805	0.08568067484
806	0.08567115897
807	0.08564904632
808	0.08564430757
809	0.08562383365
810	0.08562233062
811	0.08561558212
812	0.08559730494
813	0.08558931085
814	0.08558712301
815	0.08556633808
816	0.0855634853
817	0.08555692727
818	0.08553197093
819	0.08552926061
820	0.08551137583
821	0.0855029485
822	0.085497631
823	0.08547524415
824	0.08544209548
825	0.08541035866
826	0.08540149935
827	0.08538954719
828	0.08537688451
829	0.08536715044
830	0.08535063891
831	0.08535041622
832	0.08533895715
833	0.08529682867
834	0.0852892031
835	0.08526595779
836	0.08525608626
837	0.08523965919
838	0.08522047574
839	0.08522044925
840	0.08521129476
841	0.08520644195
842	0.08519953374
843	0.0851976714
844	0.08519364999
845	0.08518115247
846	0.0851703784
847	0.08516121546
848	0.08513745313
849	0.08512429199
850	0.0851206621
851	0.08509160745
852	0.08509077875
853	0.0850891733
854	0.08506618584
855	0.08506388693
856	0.0850475709
857	0.08501043125
858	0.08500105897
859	0.08498096255
860	0.08496570807
861	0.08495015657
862	0.08494336867
863	0.0849397939
864	0.08493157407
865	0.08492049921
866	0.08490496585
867	0.08490043597
868	0.08488627209
869	0.08488206649
870	0.08482163259
871	0.08481939636
872	0.08481009246
873	0.08480651512
874	0.08479296538
875	0.08478719065
876	0.08475879974
877	0.08471986202
878	0.08471821569
879	0.0847061281
880	0.08470608513
881	0.08469135729
882	0.08466030722
883	0.08463193614
884	0.0846289339
885	0.08460432652
886	0.08460164261
887	0.08459936902
888	0.08459725988
889	0.08459484078
890	0.08458587603
891	0.0845775299
892	0.08456672456
893	0.08455175262
894	0.0845380682
895	0.08453119989
896	0.08451780747
897	0.08451377764
898	0.0845064155
899	0.08450121802
900	0.08448858539
901	0.08448158355
902	0.08447778126
903	0.08445806586
904	0.08445021146
905	0.08443948914
906	0.08443367615
907	0.08442548121
908	0.0843963034
909	0.08439274783
910	0.08438266681
911	0.0843622135
912	0.0843531329
913	0.08433738368
914	0.08433281167
915	0.08432785207
916	0.08432636365
917	0.08432030255
918	0.08430131915
919	0.08429839396
920	0.08428108058
921	0.08425642821
922	0.08424700791
923	0.08423180685
924	0.08420408722
925	0.08419782074
926	0.0841823232
927	0.08415551735
928	0.0841554471
929	0.0841316444
930	0.08411278164
931	0.08410548993
932	0.08409804899
933	0.08407744488
934	0.08404624916
935	0.08401975004
936	0.08397807256
937	0.08397119471
938	0.08396813544
939	0.08395264814
940	0.08394593089
941	0.0839432135
942	0.08392898001
943	0.08391514353
944	0.08391191943
945	0.08390403205
946	0.08390401104
947	0.08389650152
948	0.08388786934
949	0.08387044265
950	0.08384967448
951	0.08381967428
952	0.08381604789
953	0.08381472446
954	0.08377960765
955	0.08377860164
956	0.08377192666
957	0.08376794458
958	0.08376164206
959	0.08376016161
960	0.08375546502
961	0.08374554551
962	0.08374137563
963	0.08371991192
964	0.08370902316
965	0.08370023635
966	0.0836866843
967	0.08368323833
968	0.08367175718
969	0.08366342827
970	0.08365851859
971	0.08365635569
972	0.0836461339
973	0.08364326653
974	0.083639618
975	0.08362955237
976	0.08360508287
977	0.0835895305
978	0.08358709093
979	0.08357492674
980	0.08356693033
981	0.08353036435
982	0.08352980922
983	0.08351498197
984	0.08349548958
985	0.08349274006
986	0.08347800071
987	0.08346474133
988	0.08345960278
989	0.0834553733
990	0.08345009048
991	0.08345005739
992	0.08343177688
993	0.0834088835
994	0.08338599059
995	0.08337279469
996	0.08336808541
997	0.08335729275
998	0.08334816361
999	0.08332269811
